Product Code,Valuation Date,Final Fixing Date,Observation Dates,Contingent Coupon,Redemption Date,Value today,Autocall Trigger Level,IV,PR,Early redemption payment gap,Initial Fixing Date,Contingent Level,No of Scenario,IR,Pen,PP,no of assets,Hedgescenarios,gamma
B8F601A,01-Oct-16,10-Mar-17,06-Oct-16;06-Nov-16;06-Dec-16;06-Jan-17;06-Feb-17;06-Mar-17;10-Mar-17,18,10-Mar-17,100,105,17,5,91,01-Oct-16,95,500,11.75,0,1,3,500,0
