Date,INFO 1st,INFO 2nd,ICICI 1st,ICICI 2nd,Tata 1st,Tata 2nd
2/20/2015,1143.43,1151.85,332.15,334.6,573.99,578.25
2/19/2015,1163.32,1171.28,340.35,342.75,571.22,575.18
2/18/2015,1149.82,1158.22,343.95,346.15,578.74,582.85
2/16/2015,1144.88,1152.68,339.6,342.05,569.89,573.7
2/13/2015,1153.9,1162.2,345.1,347.8,561.92,565.53
2/12/2015,1157.8,1165.2,341.5,343.75,559.55,562.27
2/11/2015,1143.28,1152.18,336.8,339.25,556.43,560.24
2/10/2015,1141.4,1150.2,332.65,335.25,560.29,563.85
2/9/2015,1125.3,1134.6,322.35,324.85,540.4,544.36
2/6/2015,1121.75,1130.22,331.75,334.45,557.52,560.29
2/5/2015,1099.28,1105.88,337.85,340.25,587.15,589.03
2/4/2015,1077.5,1084.32,346.85,349.4,589.58,593.43
2/3/2015,1068.43,1075.2,348.9,351.45,599.92,603.48
2/2/2015,1075.68,1082.28,354.85,357.55,590.76,593.63
1/30/2015,1078.8,1086.1,363.2,365.75,582.65,585.77
1/29/2015,1072.75,1074.97,380.3,381.45,592.25,593.39
1/28/2015,1071.15,1078.7,384.2,386.75,581.66,585.32
1/27/2015,1070.05,1078.15,384.35,387,598.13,601.99
1/23/2015,1105.53,1112.47,371.4,374.4,580.72,583.94
1/22/2015,1096.28,1102.7,369.75,372.05,559.45,562.81
1/21/2015,1083.15,1089.43,367.6,369.75,544.86,548.07
1/20/2015,1065.18,1071.25,367.35,369.9,553.07,555.99
1/19/2015,1054.9,1062.07,360.45,362.65,532.88,535.8
1/16/2015,1061.32,1067.95,353.7,355.75,522.45,525.56
1/15/2015,1065.38,1071.78,353.5,355.45,529.27,531.6
1/14/2015,1062.95,1069.28,338.8,340.65,516.71,519.77
1/13/2015,1043.93,1049.82,342.25,344.55,514.48,517.4
1/12/2015,1059.15,1065.9,347.9,350.3,517.55,520.67
1/9/2015,1042.72,1049.43,343.85,346.35,518.29,520.42
1/8/2015,989.9,995.75,349.25,351.8,507.8,511.27
1/7/2015,986.08,991.92,340.95,343.7,491.97,495.34
1/6/2015,981.55,989.78,349.85,352.1,498.21,501.52
1/5/2015,1002.25,1008.83,365.15,367.25,520.47,523.88
1/2/2015,1012.6,1019.55,365.4,367.6,509.04,511.86
1/1/2015,993.97,1000.38,355.5,357.95,496.03,499.54
12/31/2014,992.15,998.6,356.2,359.05,494.15,497.46
12/30/2014,989.8,996.88,353.9,356.2,492.02,495.49
12/29/2014,987.65,994.3,352.6,355,493.95,497.86
12/26/2014,985.67,991.4,354.55,356.85,484.01,486.88
12/24/2014,965.28,977.35,353.1,357.1,478.81,485.2
12/23/2014,984.58,992.17,354,356.4,483.27,487.32
12/22/2014,999.85,1008.17,358.9,361.7,489.99,494.15
12/19/2014,999.4,1007.45,356.05,358.7,482.67,486.23
12/18/2014,984.1,991.58,346.65,349.35,482.18,485.74
12/17/2014,971.72,978.95,334.1,337.25,472.63,476.29
12/16/2014,972.1,979.5,332.9,336.05,480.3,483.86
12/15/2014,965.63,973.1,347.65,350.05,491.97,495.53
12/12/2014,975.55,982.33,348.6,351.3,497.56,501.62
12/11/2014,966.45,973.3,350.1,353.45,502.31,505.53
12/10/2014,988.1,994.63,354.55,357.1,508.3,511.66
12/9/2014,987.25,994,352.65,355.1,501.42,505.13
12/8/2014,992.63,999.2,355.95,358.45,513.74,516.66
12/5/2014,1040.57,1044.8,360.1,362.3,522.74,526.01
12/4/2014,1058.57,1063.57,361.65,363.85,526.21,529.12
12/3/2014,1069.05,1074.05,359.72,361.56,526.4,529.52
12/2/2014,1070.78,1075.88,355.64,357.48,526.9,530.06
12/1/2014,1085.29,1088.69,353.07,355.14,532.79,535.65
11/28/2014,1085.76,1088.81,353.5,355.27,530.96,533.97
11/27/2014,1091.47,1092.18,344.64,346.74,514.43,517.5
11/26/2014,1074.31,1080.03,342.5,344.54,514.78,518.04
11/25/2014,1075.35,1080.01,347.98,349.92,517.3,520.42
11/24/2014,1068.49,1071.74,354.8,356.75,522.55,525.46
11/21/2014,1040.07,1045.79,347.18,349.03,526.6,529.12
11/20/2014,1057.93,1062.95,337.95,340,521.26,524.08
11/19/2014,1047.93,1051.86,336.97,338.73,525.46,528.09
11/18/2014,1046.81,1051.53,336.81,338.5,537.93,541
11/17/2014,1055.49,1060.79,336,337.75,542.04,545.05
11/14/2014,1049.82,1055.1,340.06,342.06,519.82,521.85
11/13/2014,1049.18,1055.6,339.2,341.22,522.4,526.55
11/12/2014,1031.89,1037.28,342.7,344.42,527.54,530.11
11/11/2014,1036.8,1042.41,338.7,340.34,519.53,522.55
11/10/2014,1046.07,1051.81,335.28,337.1,519.82,522.55
11/7/2014,1045.94,1051.89,338.88,340.54,530.81,534.07
11/5/2014,1037.31,1043.43,336.24,338.01,531.35,534.22
11/3/2014,1025.25,1030.75,329.53,331.32,528.18,531.5
10/31/2014,1015.49,1021.21,326.94,328.48,531.35,534.37
10/30/2014,986.64,991.13,322.81,322.54,521.36,522.55
10/29/2014,970.78,976.25,320.49,322.3,519.92,522.59
10/28/2014,948.61,953.67,320.58,322.17,504.14,506.96
10/27/2014,951.31,956.33,315.03,316.52,499.49,502.46
10/23/2014,952.66,957.86,314.56,316.27,509.14,512.4
10/22/2014,950.95,956.49,314.2,316.06,512.95,515.82
10/21/2014,945.88,951.81,315.55,317.1,495.98,499
10/20/2014,957.2,962.6,306.64,308.23,489.45,492.62
10/17/2014,967.5,971.64,301.3,302.84,473.37,476.49
10/16/2014,971.54,976.28,292.64,294.33,480.2,483.32
10/14/2014,974.5,978.79,295.92,297.81,485.29,488.02
10/13/2014,980.34,985.29,295.88,297.82,492.47,495.58
10/10/2014,969.58,973.9,292.46,294.34,489.2,492.62
10/9/2014,910.63,916.46,298.41,300.38,517.1,520.27
10/8/2014,911.21,916.72,291.96,294.41,507.01,511.12
10/7/2014,952.96,957.9,287.54,289.13,501.42,504.64
10/1/2014,953.94,959.3,287.54,289.15,500.73,503
9/30/2014,930.47,934.76,288.62,290.16,500.48,503.25
9/29/2014,931.86,936.41,293.14,294.95,508.3,511.56
9/26/2014,918.03,923.09,298.29,300.15,510.57,512.95
9/25/2014,922.75,921.28,293.06,295.58,499,501.57
9/24/2014,910.45,907.47,304.01,305.85,509.24,512.75
9/23/2014,903.64,901.69,308.37,310.19,513.49,517.3
9/22/2014,914.46,913.29,315.49,317.19,533.87,537.78
9/19/2014,924.99,922.88,313.79,315.9,514.68,518.44
9/18/2014,923.13,920.74,313.79,315.74,520.02,523.58
9/17/2014,932.65,928.41,306.97,309.04,502.06,505.92
9/16/2014,914.3,910.25,306.02,308.25,495.39,499
9/15/2014,909.04,906.05,311.53,313.61,508.1,511.81
9/12/2014,919.83,916.97,313.87,315.67,513.89,517.35
9/11/2014,923.21,919.94,314.63,316.43,510.87,514.18
9/10/2014,916.42,913.76,315.3,317.27,513.2,516.11
9/9/2014,935.39,931.7,310.52,312.44,514.58,517.75
9/8/2014,944.41,941.05,314.65,316.7,507.85,510.82
9/5/2014,933.06,930.83,311.29,313.13,503.45,506.72
9/4/2014,930.22,928.19,315.96,317.58,510.72,513.59
9/3/2014,934.47,932.16,317.48,319.55,519.18,521.9
9/2/2014,907.25,905.24,319.01,320.6,514.09,516.91
9/1/2014,902.56,901.79,320.71,322.13,518.14,521.21
8/28/2014,899.7,901.84,311.36,311.6,519.48,522.25
8/27/2014,906.46,908.75,307.83,309.25,516.11,518.79
8/26/2014,904.21,907.55,301.79,303.14,507.56,510.33
8/25/2014,906.3,909.99,303.44,304.89,503.85,506.57
8/22/2014,900.19,903.7,308.23,309.45,507.65,510.08
8/21/2014,888.09,892.99,308.71,310.16,508.69,510.82
8/20/2014,890.26,894.2,309.17,310.33,508.55,511.22
8/19/2014,888.67,890.95,308.26,309.57,513.15,515.67
8/18/2014,889.58,892.22,305.81,307.07,498.6,501.22
8/14/2014,901.44,904.11,295.98,297.41,480.25,482.97
8/13/2014,900.69,904.14,290.7,292.27,470.01,473.13
8/12/2014,894,897.58,293.35,294.92,471.29,473.97
8/11/2014,893.41,896.91,288.93,290.58,444.68,447.05
8/8/2014,874.65,879,288.17,289.83,431.13,434.29
8/7/2014,877.7,880.65,290.26,291.88,440.08,442.4
8/6/2014,893.1,895.08,291.24,292.99,443.89,447.2
8/5/2014,878.96,883.64,298.85,300.53,453.73,456.06
8/4/2014,868.03,872.49,300.21,302.01,445.08,448.24
8/1/2014,837.83,842.06,296.27,298.13,437.71,440.57
7/31/2014,841.91,844.4,294.25,296.03,442.01,444.83
7/30/2014,842.15,846.54,297.3,298.56,447.15,449.43
7/28/2014,841.64,845.42,290.43,292.03,448.14,450.37
7/25/2014,838.59,842.92,295.72,297.32,456.31,458.78
7/24/2014,844.85,848.84,301.09,302.69,479.7,481.98
7/23/2014,836.74,841.16,301.49,303.2,479.56,482.08
7/22/2014,811.96,816.28,296.73,298.24,481.34,483.86
7/21/2014,803.04,807.46,296.54,298.37,470.06,472.78
7/18/2014,815.7,820.39,296.02,297.57,470.11,473.27
7/17/2014,812.95,818.11,290.21,291.89,470.55,473.52
7/16/2014,808.9,814.63,292.48,294.17,466.1,469.46
7/15/2014,807.56,813.16,279.09,281.1,458.38,461.45
7/14/2014,808.76,814.76,270.41,272.41,453.34,456.5
7/11/2014,835.29,841.2,272.42,274.11,442.9,447.25
7/10/2014,821.86,826.78,278.2,280.27,448.69,451.8
7/9/2014,828.7,834.21,281.94,283.81,454.52,457.59
7/8/2014,835.81,840.22,283.77,286.09,462.74,465.36
7/7/2014,837.14,842.34,291.38,293.35,472.58,475.75
7/4/2014,813.89,819.01,294.74,296.64,463.53,467.24
7/3/2014,805.15,810.8,291.79,293.88,464.27,467.39
7/2/2014,810.59,816.1,292.16,294.12,451.41,454.08
7/1/2014,810.51,816.26,289.09,291.05,448.39,451.75
6/30/2014,817.11,822.38,285.52,287.44,428.4,431.42
6/27/2014,809.63,814.79,279.68,281.41,429.2,432.36
6/26/2014,795.63,801.29,280.53,283.57,433.35,436.17
6/25/2014,803.71,810.01,284.94,287.18,439.39,440.62
6/24/2014,803.65,809.59,288.51,290.69,438.89,439.98
6/23/2014,810.31,816.22,283.98,286.18,431.08,432.46
6/20/2014,830.21,836.24,280.55,282.72,433.5,434.34
6/19/2014,829.09,834.74,283.38,285.73,433.9,435.18
6/18/2014,810.4,816.08,284.88,287.27,429.34,430.63
6/17/2014,812.29,817.95,291.24,293.26,437.51,438.55
6/16/2014,811.66,817.08,284.12,286.27,428.01,429.15
6/13/2014,798.36,803.55,287.06,288.96,433.75,435.08
6/12/2014,794.64,800.04,293.34,295.13,445.13,446.12
6/11/2014,798.61,804.09,294.32,296.11,441.61,443.39
6/10/2014,770.65,776.36,297.11,299.09,449.18,450.42
6/9/2014,750.89,756.42,298.57,300.55,446.16,447.35
6/6/2014,753.15,759.2,297.56,299.63,435.23,436.72
6/5/2014,762.83,768.5,293.32,294.99,431.37,432.81
6/4/2014,751.4,756.26,290.14,292.06,419.06,420.09
6/3/2014,756.25,762.61,288.15,289.86,417.47,417.97
6/2/2014,751.17,757.08,289.61,291.1,419.25,420.64
5/30/2014,738.99,744.47,281.18,283.32,413.37,414.45
5/29/2014,731.13,737.41,287.39,285.23,419.8,422.86
5/28/2014,783.04,787.66,291.56,288.9,425.49,428.06
5/27/2014,773,777.44,290.42,287.57,432.81,435.18
5/26/2014,763.7,767.4,291.22,288.54,439.98,442.4
5/23/2014,757.28,761.94,293.75,290.83,428.65,431.27
5/22/2014,769.08,774.09,291.27,288.9,428.31,431.37
5/21/2014,779.59,785.06,289.68,286.63,434.69,436.96
5/20/2014,770.75,775.9,291.39,288.48,437.66,440.03
5/19/2014,746.24,751.28,295.45,292.54,442.06,444.68
5/16/2014,788.67,794.91,294.93,292.09,447.9,450.42
5/15/2014,810.4,815.4,279.81,276.71,436.91,439.93
5/14/2014,804.59,810.42,283.63,281.1,440.28,443.25
5/13/2014,807.19,812.89,281.67,278.86,438.65,441.56
5/12/2014,785.46,791.1,281.46,278.53,441.61,443.89
5/9/2014,770.31,776.03,276.27,273.24,425.34,428.01
5/8/2014,759.47,764.95,258.77,256.04,420.09,422.96
5/7/2014,761.4,766.72,255.71,252.91,414.55,417.47
5/6/2014,786.5,792.8,256.76,253.97,416.63,419.6
5/5/2014,789.53,795.63,252.35,249.7,412.23,414.6
5/2/2014,798.66,805.09,251.7,249.23,412.67,415.94
4/30/2014,790.45,796.69,250.36,248.08,412.87,416.63
4/29/2014,789.85,796.1,254.3,251.79,408.67,412.08
4/28/2014,791.4,798.09,257.62,254.96,416.68,420
4/25/2014,790.05,796.13,256.15,253.52,422.86,425.88
4/23/2014,793.16,791.42,259.91,261.2,420.54,425.24
4/22/2014,790.04,786.91,258.19,258.98,425.04,428.95
4/21/2014,798.01,795.16,257.38,258.37,428.4,432.16
4/17/2014,800.46,797.22,253.07,253.8,425.34,428.9
4/16/2014,791.15,788.45,244.83,245.39,408.62,412.53
4/15/2014,817.95,815.92,244.6,244.94,409.61,413.22
4/11/2014,811.51,810.59,248.57,248.47,421.48,425.14
4/10/2014,805.99,806.39,250.79,250,427.61,431.18
4/9/2014,819.19,819.63,253.41,252.5,419.4,422.37
4/7/2014,828.05,829.63,243.81,242.93,402.38,405.7
4/4/2014,834.67,834.65,248.03,247.05,403.82,406.74
4/3/2014,837.24,838.22,248.67,247.76,408.57,411.63
4/2/2014,833.3,834.38,250.3,249.98,411.24,413.56
4/1/2014,831.38,831.69,246.39,246.2,401.84,404.81
3/31/2014,824.53,824.67,250.96,250.7,397.14,399.86
3/28/2014,819.78,820.47,253.31,253.23,395.36,398.13
3/27/2014,807.76,813.45,251.8,253.63,392.49,395.16
3/26/2014,812.58,819.54,252.13,254.27,397.64,401.15
3/25/2014,815.65,822.49,251.03,253.3,386.95,390.12
3/24/2014,821.91,828.71,249.03,251.12,387.79,390.96
3/22/2014,825.41,832.38,240.42,242.4,385.81,388.68
3/21/2014,829.47,836.76,240.6,242.54,386.26,389.37
3/20/2014,827.91,834.56,241.34,243.09,377.6,380.57
3/19/2014,822.38,828.58,243.3,245.17,382.6,385.27
3/18/2014,842.03,848.76,242.25,244.05,379.38,382.3
3/14/2014,850.96,858.28,244.16,245.99,391.2,394.22
3/13/2014,844.33,850.58,244.8,246.64,385.96,388.78
3/12/2014,922.95,929.51,243.56,245.1,387.1,389.92
3/11/2014,922.08,928.86,241.07,242.78,396.25,399.22
3/10/2014,923.97,930.22,240.27,241.92,394.32,397.14
3/7/2014,940.74,947.83,241.29,242.86,407.13,410.2
3/6/2014,964.11,970.61,227.42,229.11,407.08,409.61
3/5/2014,959.15,965.45,220.57,222.02,408.17,410.94
3/4/2014,955.14,961.14,215.14,216.47,411.44,413.91
3/3/2014,953.36,959.35,206.88,208.39,407.28,409.8
2/28/2014,959.75,965.63,210.12,211.28,413.76,416.33
2/26/2014,951.88,956.63,207.29,208.93,396.94,399.12
2/25/2014,946.96,953.79,206.55,207.99,394.62,397.19
2/24/2014,939.13,946.03,207.63,209.16,393.28,396.1
2/21/2014,939.64,946.51,205.36,206.84,392.94,395.51
2/20/2014,930.3,936.91,202.21,203.62,388.19,390.81
2/19/2014,938.06,943.94,206.82,208.3,388.48,391.11
2/18/2014,922.83,929.01,207.47,208.76,388.58,391.06
2/17/2014,916.99,922.75,202.32,203.71,383.59,386.16
2/14/2014,911.63,917.85,198.35,199.83,385.17,387.79
2/13/2014,897.47,903.78,196.7,198.1,373.59,376.26
2/12/2014,904.45,910.51,200.03,201.48,373.64,376.26
2/11/2014,901,905.92,194.42,195.88,371.22,373.79
2/10/2014,895.64,901.97,192.65,193.9,361.28,363.9
2/7/2014,894.91,901.39,193.16,194.66,358.11,360.58
2/6/2014,894.22,899.99,192.74,194.27,354.3,356.87
2/5/2014,900.03,906.42,194.66,196.12,353.31,355.73
2/4/2014,898.04,905.34,195.29,196.68,344.16,346.78
2/3/2014,914.76,921.05,194.22,195.82,335.16,337.88
1/31/2014,930.41,935.6,198.97,200.46,347.62,350.34
1/30/2014,926.06,931.95,194.91,196.44,357.91,359.54
1/29/2014,928.65,935.29,200.78,202.3,347.77,350.39
1/28/2014,920.99,928.39,204.03,205.55,352.67,355.39
1/27/2014,935.42,943.1,202.59,204.15,345.4,347.87
1/24/2014,942,948.24,212.15,213.71,367.11,369.78
1/23/2014,948.42,954.05,216.27,217.9,380.17,382.84
1/22/2014,942.96,948.42,217.78,219.45,381.8,384.77
1/21/2014,940.17,945.36,215.82,217.54,381.11,383.93
1/20/2014,940.97,945.86,209.74,211.2,371.76,374.53
1/17/2014,932.55,937.47,207.72,209.17,365.93,368.65
1/16/2014,931.26,936.46,212.52,213.92,367.26,369.83
1/15/2014,929.92,934.99,212.7,214.42,374.19,376.81
1/14/2014,924.03,929.14,208.34,209.75,368.65,370.97
1/13/2014,919.95,924.96,211.85,213.24,373.1,375.72
1/10/2014,890.22,895.46,205.96,207.4,363.65,366.37
1/9/2014,867.74,872.39,211.15,212.68,364.89,367.85
1/8/2014,863.33,868.2,211.7,213.18,367.36,370.13
1/7/2014,870.89,876.78,211.25,212.73,363.4,366.12
1/6/2014,885.78,891.16,210.13,211.59,364.64,367.31
1/3/2014,895.35,901.15,215.24,216.91,361.82,364.74
1/2/2014,875.7,882.39,216.46,218.11,370.18,373.35
1/1/2014,875.17,881.71,221.75,223.88,374.04,377.11
12/31/2013,879.99,886.79,221.81,223.32,374.68,377.6
12/30/2013,884.1,890.33,220.81,222.53,373.64,376.26
12/27/2013,898.78,906,224.03,225.42,370.97,373.99
12/26/2013,880.16,889.26,219.93,222.09,366.32,370.23
12/24/2013,874.44,882.9,220.13,222.25,368.89,372.36
12/23/2013,870.31,878.67,220.28,222.45,372.21,375.52
12/20/2013,891.33,898.54,217.95,219.87,370.82,374.33
12/19/2013,879,886.24,213.45,215.42,366.42,369.93
12/18/2013,868.76,876.45,220.48,222.66,366.57,369.64
12/17/2013,866.06,873.64,220.5,222.59,364.54,367.8
12/16/2013,865.14,872.58,220.61,222.69,365.28,368.74
12/13/2013,846.6,854.46,218.44,220.67,367.85,371.17
12/12/2013,844.16,851.94,227.86,229.93,359.05,362.21
12/11/2013,848.66,855.74,233.61,235.65,376.56,380.12
12/10/2013,848.83,856.01,233.29,235.34,389.03,392.49
12/9/2013,840.01,847.54,240.72,242.64,391.65,394.62
12/6/2013,838.46,846.6,230.38,232.4,389.97,393.38
12/5/2013,844.8,852.63,228.31,230.2,389.57,393.23
12/4/2013,846.84,854.4,214.85,216.72,391.8,395.11
12/3/2013,844.86,852.16,218.97,220.97,398.53,401.35
12/2/2013,842.26,848.53,219.66,221.55,399.17,402.63
11/29/2013,845.25,852.41,215.9,217.88,398.57,401.89
11/28/2013,831.95,839.34,207.62,209.77,393.68,397.64
11/27/2013,825.24,832.54,209.2,211.04,395.46,398.82
11/26/2013,830.91,838.63,209.34,211.22,385.81,388.48
11/25/2013,833.78,841.7,215.34,217.3,382.3,385.47
11/22/2013,840.09,848.14,204.58,206.26,370.03,373.3
11/21/2013,840.1,847.1,206.69,208.73,379.33,382.7
11/20/2013,853.89,861.58,211.07,212.91,382.45,385.91
11/19/2013,863.08,870.42,217.56,219.46,388.14,391.55
11/18/2013,854.96,862.17,215.95,217.78,388.83,391.95
11/14/2013,844.26,851.75,211.41,213.3,384.23,387.3
11/13/2013,839.35,847.01,204.44,206,364.54,367.8
11/12/2013,842.2,850.22,204.51,206.6,359.25,362.02
11/11/2013,848.11,855.36,209.25,211.05,375.27,378.54
11/8/2013,846.59,853.69,211.57,213.09,384.67,387.69
11/7/2013,845.14,851.66,212.23,214.07,379.33,382.4
11/6/2013,833.05,839.35,217.9,219.54,389.97,392.94
11/5/2013,820.42,826.51,221.25,222.78,393.63,396.35
11/3/2013,824.94,830.42,227.51,228.63,390.41,392.49
11/1/2013,825.41,830.78,228.4,229.93,384.08,386.75
10/31/2013,827.47,832.59,224.19,225.42,377.11,379.58
10/30/2013,831.13,838.44,219.5,221.03,375.72,378.79
10/29/2013,835.44,842.3,214.82,216.59,378.05,381.21
10/28/2013,830.63,838.24,202.9,204.97,373.44,376.71
10/25/2013,833.7,840.9,204.87,206.73,372.75,375.97
10/24/2013,829.66,836.29,204.64,206.37,375.72,378.84
10/23/2013,832.26,838.9,205.78,207.51,372.16,374.88
10/22/2013,837.72,844.28,202.98,204.82,377.7,380.82
10/21/2013,838.1,843.28,203.04,204.78,377.8,380.96
10/18/2013,833.3,839.46,202.92,204.59,376.86,380.32
10/17/2013,821.64,827.7,194.09,195.89,371.56,374.83
10/15/2013,836.51,842.49,195.87,197.15,386.95,390.12
10/14/2013,828.58,834.85,200.04,201.88,389.08,392.24
10/11/2013,818.28,824.59,199.73,201.26,381.85,384.82
10/10/2013,780.22,783.59,190.81,192.46,369.68,372.6
10/9/2013,778.03,782.61,190.78,192.4,353.46,356.43
10/8/2013,762,767.49,188.2,189.48,349.85,352.67
10/7/2013,759.19,764.33,184.28,185.72,347.42,350.34
10/4/2013,757.13,762.05,187.52,188.97,349.3,351.78
10/3/2013,764.28,768.61,189.56,190.91,345.64,348.36
10/1/2013,758.81,763.94,183.72,185.34,336,338.91
9/30/2013,759.15,763.69,178.7,179.83,332.34,334.56
9/27/2013,756.25,760.31,186.32,187.6,339.61,342.33
9/26/2013,753.08,759.21,189.22,191.55,339.9,343.17
9/25/2013,754.17,759.04,187.64,189.46,340.79,344.26
9/24/2013,756.95,761.41,189.65,191.51,333.82,337.08
9/23/2013,758.1,761.46,189.31,191.1,330.95,334.02
9/20/2013,752.64,754.97,198.46,200.11,336.49,339.61
9/19/2013,757.25,759.34,208.33,209.96,346.29,349.75
9/18/2013,758.69,761.92,195.71,197.47,335.16,338.37
9/17/2013,760.05,762.96,193.52,194.92,333.42,336.19
9/16/2013,753.19,756.35,193.79,195.04,328.82,331.69
9/13/2013,758.41,761.81,188.01,189.77,331.94,334.51
9/12/2013,769.1,772.47,190.08,191.49,330.55,332.34
9/11/2013,784.74,784.7,194.93,196.19,339.21,342.28
9/10/2013,790.05,789.13,194.23,195.46,345.79,348.56
9/6/2013,760.09,758.95,191.36,192.47,316.46,318.24
9/5/2013,756.63,756.42,179.09,179.91,315.57,317.35
9/4/2013,781.22,780.71,164.35,165.49,310.07,311.86
9/3/2013,762.8,762.03,157.45,158.52,295.98,297.81
9/2/2013,773.75,774.1,166.76,168.08,299.39,301.12
8/30/2013,779.78,779.19,162.33,163.46,298.15,299.83
8/29/2013,776.15,782.42,161.44,162.83,302.75,304.88
8/28/2013,780.05,787.05,159.09,160.14,295.48,297.9
8/27/2013,765.97,771.5,160.31,161.36,287.42,289.74
8/26/2013,758.47,764.13,165.86,167.27,295.04,297.41
8/23/2013,750.8,756.36,170.29,171.72,297.86,300.13
8/22/2013,758.54,762.97,166.87,168.16,290.63,292.27
8/21/2013,740.1,745.78,165.72,167.75,281.53,283.95
8/20/2013,751.36,756.88,166,167.57,286.03,287.86
8/19/2013,752.22,756.76,163.72,164.95,299.88,301.76
8/16/2013,745.96,750.3,171.94,173.23,310.27,312.25
8/14/2013,768.13,773.61,181.45,182.79,316.26,318.24
8/13/2013,771.67,776.2,179.42,180.45,289.59,291.67
8/12/2013,754.33,759.47,174.05,175.43,279.7,281.43
8/8/2013,745.51,749.41,176.4,177.6,277.92,279.8
8/7/2013,745.4,749.55,175.14,176.26,276.68,278.12
8/6/2013,752.39,756.3,174.41,175.65,285.98,287.57
8/5/2013,758.64,762.78,182.12,183.57,283.16,285.04
8/2/2013,757.67,762.21,178.94,180.27,288.8,290.48
8/1/2013,748.58,752.86,184.14,185.43,287.66,289.35
7/31/2013,748.05,752.3,183.81,185.06,289.2,291.37
7/30/2013,745.81,750.03,186.59,188.03,283.46,285.69
7/29/2013,737.04,741.5,187.59,189.01,292.56,294.29
7/26/2013,733.95,738.47,187.7,189.41,287.12,288.85
7/25/2013,728.83,734.14,186.97,188.99,296.72,296.42
7/24/2013,728.3,734.01,190.69,192.3,294.64,294.69
7/23/2013,727.25,732.11,198.15,199.67,295.93,296.17
7/22/2013,718.75,724.26,195.11,196.73,295.13,295.53
7/19/2013,712.01,716.8,192.42,194.03,292.02,292.22
7/18/2013,701.84,706.31,197.54,199.04,284.84,284.84
7/17/2013,688.09,691.22,196.53,198.04,282.77,282.12
7/16/2013,683.79,687.47,201.47,202.76,288.41,288.16
7/15/2013,687.84,691.65,212.96,214.28,285.78,285.64
7/12/2013,702.51,706.06,212.89,214.21,289.74,289.35
7/11/2013,633.66,637.71,212.18,213.44,282.67,282.07
7/10/2013,628.36,631.74,208.11,209.28,280.49,280.34
7/9/2013,626.8,630.11,207.82,208.92,286.13,285.78
7/8/2013,620.83,624.39,206.81,208.1,285.59,285.24
7/5/2013,616.55,620.5,211.54,212.79,293.06,292.51
7/4/2013,617.96,620.8,213.47,214.7,289.79,289.3
7/3/2013,603.7,606.66,213.24,214.41,282.17,281.83
7/2/2013,603.69,607.5,216.36,217.39,283.81,283.36
7/1/2013,613.66,616.85,214.66,215.7,286.97,286.28
6/28/2013,625.95,629.74,215.07,216.3,279.7,278.96
6/27/2013,620.7,622.53,206.11,207.71,267.43,269.86
6/26/2013,600.05,602.92,205.36,206.63,269.95,271.54
6/25/2013,593.13,596.2,206.72,207.99,277.62,279.25
6/24/2013,594.5,598.09,209.89,211.14,280.39,281.73
6/21/2013,604.19,607.89,209.21,210.53,283.66,285.09
6/20/2013,592.5,596.08,209.29,210.66,285.09,287.37
6/19/2013,610.75,614.58,217.73,219.12,289.35,291.28
6/18/2013,613.28,616.83,218.43,219.92,294.29,295.73
6/17/2013,605.45,609.47,220.69,222.1,296.57,298.2
6/14/2013,599.08,603.45,220.85,222.11,293.75,295.38
6/13/2013,597.06,600.7,214.76,215.98,280.49,281.98
6/12/2013,608.54,612.84,217.57,218.87,291.08,292.46
6/11/2013,621.39,624.89,216.67,217.92,291.62,293.4
6/10/2013,623.61,627.53,225.01,226.22,294.89,296.62
6/7/2013,613.86,618.15,229.29,230.51,299.98,301.71
6/6/2013,610.16,613.65,232.05,233.28,305.42,307.4
6/5/2013,618.25,622.05,228.46,229.74,305.92,306.91
6/4/2013,625.11,628.06,229.08,230.21,304.19,305.52
6/3/2013,632.78,636.15,230.36,231.61,311.66,312.4
5/31/2013,604.8,608.01,232.34,233.56,312.05,312.75
5/30/2013,585.36,588.64,236.56,238.17,313.69,314.67
5/29/2013,581.81,585.95,239.15,240.96,300.33,302.11
5/28/2013,586.41,590.51,242.43,244.2,292.22,294.05
5/27/2013,587.33,591,240.6,242.36,291.57,293.45
5/24/2013,581.78,585.09,236.97,238.17,285.88,287.32
5/23/2013,585.16,588.91,231.63,232.87,288.46,290.29
5/22/2013,592.31,596.13,238.99,240.05,289.3,291.33
5/21/2013,594.67,598.6,238.78,240.07,291.13,292.66
5/20/2013,588.59,591.78,238.64,239.82,300.08,301.71
5/17/2013,583.63,586.96,242.76,243.69,301.66,302.51
5/16/2013,578.91,582.31,238.3,239.39,300.48,301.91
5/15/2013,585.39,588.72,235.56,236.58,305.67,306.46
5/14/2013,583.51,586.89,226.7,227.82,297.46,298.7
5/13/2013,579.29,582.74,226.97,228.25,295.38,296.92
5/11/2013,586.13,589.54,230.84,231.94,305.08,305.87
5/10/2013,589.15,592.38,230.27,231.58,305.77,306.71
5/9/2013,585.49,588.54,226.72,227.89,296.82,298.4
5/8/2013,583.63,586.4,228.53,230.09,298,299.69
5/7/2013,582.78,586.21,229.8,230.9,296.07,297.36
5/6/2013,579.15,583,225.07,226.33,288.01,289.35
5/3/2013,569.76,573.5,222.87,224,283.31,284.7
5/2/2013,566.11,569.6,231.48,232.5,294.19,295.18
4/30/2013,553.59,557.55,229.7,231.12,297.16,297.86
