Date,INFO 1st,INFO 2nd,ICICI 1st,ICICI 2nd,Tata 1st,Tata 2nd
4/29/2013,552.3,556.2,227.89,229.07,294.94,295.78
4/26/2013,548.96,553.29,226.55,227.64,294.84,296.27
4/25/2013,556.92,554.46,235.47,233.95,290.19,291.77
4/23/2013,566.54,563.03,232.48,232.82,278.76,280.39
4/22/2013,560.44,557.11,229.48,229.72,281.63,283.21
4/18/2013,573.99,571.14,224.23,224.11,279.25,281.63
4/17/2013,570.6,568.13,219.24,219.6,269.36,270.8
4/16/2013,575.3,572.19,215.71,216.19,269.16,270.7
4/15/2013,584.74,581.7,210.1,210.63,266.94,268.37
4/12/2013,576.89,574.42,209,209.62,273.42,274.9
4/11/2013,729.08,725.28,208.08,208.74,275.35,276.73
4/10/2013,704.8,701.75,201.46,201.61,265.6,267.18
4/9/2013,694.46,691.29,198.47,198.51,260.41,261.94
4/8/2013,710.9,707.53,198.77,198.86,255.31,256.94
4/5/2013,719.15,715.94,200.9,201.06,254.07,255.81
4/4/2013,724.13,721.51,202.91,202.92,256.5,257.93
4/3/2013,743.19,740.79,206.94,206.68,255.91,257.24
4/2/2013,744.26,741.06,210.65,210.46,265.65,267.09
4/1/2013,738.55,735.08,211.54,211.79,264.02,265.55
3/28/2013,722.34,726.35,209.04,209.98,266.29,268.57
3/26/2013,713.6,719.05,203.97,205.4,272.58,274.36
3/25/2013,714.75,719.92,203.1,204.71,267.78,270
3/22/2013,717.11,721.67,206.37,207.94,268.12,270
3/21/2013,720.81,725.36,207.1,208.51,271.04,272.77
3/20/2013,719.7,724.36,201.19,202.71,283.81,285.54
3/19/2013,716.89,720.71,206.95,208.3,279.8,281.53
3/18/2013,718.8,723.3,211.37,212.79,284.99,286.63
3/15/2013,723.89,728.53,214.82,216.29,289.69,291.47
3/14/2013,723.14,727.45,223.5,225.02,299.64,301.57
3/13/2013,719.65,723.89,218.49,219.92,298.8,300.63
3/12/2013,733.7,737.94,225.53,227.13,302.7,304.34
3/11/2013,740.83,744.89,226.97,227.96,299.83,301.47
3/8/2013,746.97,750.7,228.45,229.7,302.7,304.14
3/7/2013,753.49,757.28,224.78,226.03,304.53,306.07
3/6/2013,745.99,749.4,222.49,223.76,307.65,309.13
3/5/2013,733.09,737.08,219.51,221.18,298.94,300.48
3/4/2013,730.36,733.41,212.97,214.25,287.07,288.6
3/1/2013,730.81,735.33,212,213.11,286.23,287.86
2/28/2013,726.75,731.28,208.08,209.71,284.5,285.98
2/27/2013,727.72,732.42,216.64,218.04,283.56,285.14
2/26/2013,740.39,744.59,212.79,214.15,286.63,288.36
2/25/2013,730.03,734.25,218.69,220.21,296.42,298.1
2/22/2013,710.06,713.95,218.98,220.41,290.83,292.46
2/21/2013,701.44,705.66,216.45,217.98,294.94,296.57
2/20/2013,707.54,711.24,225.18,226.56,301.57,302.95
2/19/2013,705.69,709.36,227.23,228.72,304.78,306.17
2/18/2013,695.85,699.26,224.97,226.33,303.35,304.58
2/15/2013,697.54,700.66,225.4,226.59,301.47,302.85
2/14/2013,704.11,707.65,225.38,226.77,294.05,295.48
2/13/2013,698.01,701.5,228.75,230.03,301.86,303.25
2/12/2013,691.09,694.88,227.28,228.62,296.07,297.26
2/11/2013,700.92,704.66,225.99,227.18,288.41,289.89
2/8/2013,700.84,704.24,227.43,228.65,283.56,285.49
2/7/2013,700.64,704.41,230.44,231.82,286.77,288.31
2/6/2013,695.97,700,232.08,233.19,284.84,286.13
2/5/2013,691.86,695.67,234.69,235.97,285.74,287.17
2/4/2013,693.95,697.79,237.01,238.52,289.3,290.73
2/1/2013,696.95,700.66,236.14,237.55,284.15,283.61
1/31/2013,697.38,699.89,238.23,240.03,294.84,296.37
1/30/2013,698.33,702.35,242.88,244.74,295.83,297.26
1/29/2013,700.09,704.76,240.64,242.36,300.58,302.31
1/28/2013,703.88,708.39,238.12,239.76,304.93,306.36
1/25/2013,704.66,708.44,235.17,236.64,297.31,298.75
1/24/2013,701.14,704.79,233.29,234.93,289.74,291.28
1/23/2013,699.75,703.66,237.33,238.86,310.22,311.9
1/22/2013,697.72,701.35,234.91,236.58,316.26,317.94
1/21/2013,701.44,705.75,236.42,237.91,321.16,322.84
1/18/2013,700.25,704.59,236.11,237.6,325.81,327.88
1/17/2013,702.81,707.22,233.75,235.44,325.9,327.93
1/16/2013,695.78,700.33,236.35,238.03,316.95,319.23
1/15/2013,700.94,705.69,241.9,243.54,329.47,331.54
1/14/2013,705.85,710.41,238.67,240.22,326.35,328.48
1/11/2013,679.17,683.6,234.11,235.62,328.33,330.26
1/10/2013,582.7,586.3,237.14,238.92,331.59,333.57
1/9/2013,585.65,589.47,236.86,238.3,325.41,327.19
1/8/2013,589.88,593.96,237.69,239.2,313.39,315.17
1/7/2013,595.64,599.4,237.58,238.94,312.25,313.93
1/4/2013,591.45,595.33,237.77,239.4,314.43,316.11
1/3/2013,588.8,592.05,235.83,237.43,316.46,317.99
1/2/2013,581.41,586.05,236.42,238.01,315.81,317.4
1/1/2013,582.99,587.06,233.77,235.06,315.52,317.15
12/31/2012,583.59,587.2,229.64,231.2,310.57,312.3
12/28/2012,585.2,588.71,230.39,231.55,308.14,309.33
12/27/2012,571.94,577.47,227.29,229.54,305.92,308.29
12/26/2012,579.33,584.36,229.97,231.99,302.85,305.13
12/24/2012,581.76,586.58,224.93,226.85,303.94,306.17
12/21/2012,575.55,580.61,225.25,227.34,296.87,298.7
12/20/2012,578,582.2,228.62,230.47,302.06,303.79
12/19/2012,576.83,580.44,228.64,230.28,304.68,306.27
12/18/2012,571.91,575.79,231.41,233.11,296.12,297.81
12/17/2012,569.22,572.69,229.73,231.28,291.92,293.25
12/14/2012,574.01,577.65,228.93,230.64,290.48,291.87
12/13/2012,574.4,577.84,225.36,226.84,286.18,287.71
12/12/2012,579.21,582.55,224.42,225.67,275.64,276.88
12/11/2012,577.8,581.38,226.16,227.72,277.03,278.56
12/10/2012,582.08,585.49,226.16,227.61,279.06,280.24
12/7/2012,584.42,587.86,228.05,229.34,280.99,282.52
12/6/2012,589.42,592.7,228.87,230.24,279.85,281.23
12/5/2012,600.4,603.49,225.65,226.96,274.01,275.35
12/4/2012,612.19,615.56,225.24,226.56,270.55,271.83
12/3/2012,613.5,616.85,222.11,223.18,271.49,272.58
11/30/2012,613.33,616.92,221.1,222.09,272.92,274.16
11/29/2012,611.31,615.35,216.35,217.89,275.5,275.99
11/27/2012,617.79,620.91,207.33,208.79,264.02,265.55
11/26/2012,604.4,606.94,204.26,205.48,260.6,261.99
11/23/2012,594.39,597.13,205.64,206.9,258.82,260.21
11/22/2012,595.75,598.21,207.44,208.76,257.04,258.18
11/21/2012,587.9,590.59,209.43,210.64,263.52,264.86
11/20/2012,583.64,586.54,205.79,206.88,264.12,265.5
11/19/2012,591.17,594.08,205.42,206.72,262.04,263.42
11/16/2012,586.42,588.86,206.19,207.3,262.14,263.77
11/15/2012,576.19,579.03,212.3,213.39,269.36,270.8
11/13/2012,585.83,589.81,212.72,213.77,275.25,276.63
11/12/2012,591.53,595.33,213.31,214.45,279.06,280.24
11/9/2012,588.51,592.03,212.92,214.05,279.35,280.79
11/8/2012,595.4,598.96,216.74,217.87,282.27,283.76
11/7/2012,603.3,606.54,219.77,220.79,267.98,269.41
11/6/2012,599.39,602.61,217.99,219.31,266.29,267.83
11/5/2012,597.11,600.38,216.66,217.74,268.77,270.15
11/2/2012,600.47,603.72,217.21,218.06,269.26,270.7
11/1/2012,593.04,596.2,212.78,213.72,265.06,266.74
10/31/2012,592.83,596.45,211.66,212.68,253.78,255.11
10/30/2012,592.22,595.01,210.45,211.45,247.1,248.34
10/29/2012,586.44,589.46,215.58,216.58,255.41,256.75
10/26/2012,586.15,589.56,217.62,218.67,260.8,262.44
10/25/2012,586.19,589.59,217.43,219.08,258.48,260.65
10/23/2012,588.34,591.86,216.05,217.55,262.14,263.62
10/22/2012,597.35,599.72,215.45,216.59,264.61,265.95
10/19/2012,596.01,598.04,211.99,213.14,266.44,267.58
10/18/2012,594.58,597.38,214.21,215.19,268.37,269.76
10/17/2012,589.17,592.21,210.78,211.77,262.83,263.87
10/16/2012,585.99,589.14,209.21,210.24,259.42,260.6
10/15/2012,590.25,593.61,211.47,212.53,267.73,268.97
10/12/2012,595.86,599.05,209.96,210.93,268.87,270.3
10/11/2012,631.22,633.72,213.2,213.9,271.93,273.47
10/10/2012,624.34,627.3,212.04,212.97,265.75,267.33
10/9/2012,631.64,634.29,214.06,215.04,268.17,269.46
10/8/2012,621.36,624.58,211.44,212.38,270.25,271.64
10/5/2012,631.44,634.7,214.85,216.06,278.71,280.05
10/4/2012,642.33,645.19,218.24,219.04,272.48,273.91
10/3/2012,643.25,646.79,212.03,212.98,271.98,273.27
10/1/2012,650.81,654.45,211.64,212.68,272.58,273.91
9/28/2012,630.63,633.91,212.95,213.77,265.55,266.74
9/27/2012,637.34,633.01,211.07,212.29,257.04,258.77
9/26/2012,647.4,643,213.13,214.18,260.8,261.89
9/25/2012,650.16,643.97,213.89,214.6,266.74,267.88
9/24/2012,650.71,645.26,214.31,214.98,270.45,271.19
9/21/2012,650.1,647.26,213.78,214.53,272.82,273.81
9/20/2012,655.41,653.11,205.25,206.18,269.51,270.84
9/18/2012,651.81,648.81,210.46,211.2,270.89,272.08
9/17/2012,642.38,639.66,211.6,212.24,273.91,275
9/14/2012,659.64,656.19,201.97,202.74,267.28,268.62
9/13/2012,640.31,637.28,191.94,192.79,257.09,258.18
9/12/2012,636.39,633.29,190.67,191.57,260.8,261.99
9/11/2012,634.44,632.86,189.38,190.12,247.74,249.18
9/10/2012,629.54,627.15,187.21,188.06,246.6,248.09
9/8/2012,626.31,624.7,188.31,189.14,244.33,245.47
9/7/2012,624.51,623.2,187.8,188.56,241.11,242.45
9/6/2012,608.04,606.79,180.17,181.04,230.87,232.21
9/5/2012,588.59,587.55,177.23,178.23,227.46,228.94
9/4/2012,594.31,593.29,183.65,184.47,232.85,234.34
9/3/2012,595.22,594.67,181.91,182.82,229.98,231.02
8/31/2012,594.38,594.16,181.93,182.76,232.9,234.34
8/30/2012,598.17,599.19,183.99,184.74,234.24,235.13
8/29/2012,598.72,601.61,183.79,184.85,230.87,231.96
8/28/2012,606.44,608.8,185.08,186.29,235.23,236.56
8/27/2012,603.71,606.39,187.59,188.74,238.64,239.93
8/24/2012,610.56,613.49,191.63,192.56,243.29,244.53
8/23/2012,618.53,621.3,195.22,196.01,242.6,243.74
8/22/2012,608.59,612.14,195.19,196,245.42,246.56
8/21/2012,604.5,608.05,195.62,196.52,243.98,245.42
8/17/2012,587.81,591.51,192.92,193.89,238.29,239.78
8/16/2012,579.97,584.04,192.12,193.13,233.3,234.88
8/14/2012,584.21,587.91,194.85,195.81,233.69,235.38
8/13/2012,582.84,586.49,191.05,191.75,227.31,228.7
8/10/2012,579.8,583.49,192.17,192.89,230.92,232.11
8/9/2012,572.24,576.03,191.72,192.54,238,239.48
8/8/2012,572.28,576.04,192.64,193.32,239.18,240.32
8/7/2012,565.53,569.45,195.18,195.79,236.61,237.95
8/6/2012,556.09,559.74,191.52,192.22,227.26,228.45
8/3/2012,555.06,558.6,189.27,190.01,220.09,221.38
8/2/2012,554.14,557.65,192.61,193.33,221.52,222.81
8/1/2012,556.4,559.8,192.81,193.34,225.23,226.57
7/31/2012,557.39,560.47,193.23,193.97,224.24,225.63
7/30/2012,554.04,557.67,193.69,194.37,220.14,221.72
7/27/2012,539.86,543.74,186.86,187.61,211.73,213.02
7/26/2012,530.95,535.34,181.35,182.7,202.92,204.95
7/25/2012,542.31,544.84,184.02,184.71,210.79,212.57
7/24/2012,543.99,546.15,183.85,184.42,214.05,215.59
7/23/2012,546.74,549.05,183.24,183.93,213.71,214.99
7/20/2012,554.7,557.96,187.72,188.27,221.52,223.11
7/19/2012,561.11,564.58,190.66,191.2,222.81,224.29
7/18/2012,544.03,548.39,188.22,188.69,220.09,221.57
7/17/2012,544.75,549.06,185.09,185.79,220.39,221.87
7/16/2012,544.19,548.14,184.53,185.29,223.75,225.28
7/13/2012,556.53,560.69,185.67,186.27,230.33,232.06
7/12/2012,568.2,572.42,186.23,186.75,231.47,233.1
7/11/2012,618.2,622.81,187.61,188.17,236.27,238.1
7/10/2012,617.97,622.55,188.42,188.96,240.62,242.2
7/9/2012,611.1,615.71,184.83,185.33,235.13,236.76
7/6/2012,613.59,618.29,185.83,186.24,235.33,236.86
7/5/2012,624.08,628.75,183.56,184.3,235.28,236.96
7/4/2012,622.83,627.78,180.31,181.39,231.67,233.25
7/3/2012,627.09,631.95,180.38,181.12,233,234.39
7/2/2012,628.69,633.41,179.32,180.08,233.3,234.63
6/29/2012,628.01,632.79,180.03,180.92,237.3,238.69
6/28/2012,618.33,620.69,171.39,170.92,237.8,235.33
6/27/2012,617.31,621.22,170.19,170.87,236.66,234.63
6/26/2012,611.2,615.83,169.17,170.03,244.33,242.05
6/25/2012,616,620.66,169.36,170.05,243.49,241.16
6/22/2012,617.95,622.85,170.59,171.25,244.68,242.3
6/21/2012,624.69,629.01,170.55,171.12,246.51,244.08
6/20/2012,617.96,622.96,167.13,167.57,243.64,240.97
6/19/2012,622.1,625.71,165.62,166.12,236.66,234.14
6/18/2012,626.96,631.54,163.24,163.95,235.82,232.85
6/15/2012,632.55,637.35,169.55,170.61,238.69,236.07
6/14/2012,624.08,629.39,164.4,165.35,225.43,222.86
6/13/2012,619.22,624.29,169.74,170.49,236.36,233.74
6/12/2012,617.25,622.66,168.53,169.29,241.86,239.78
6/11/2012,610.36,616.9,165.23,166.07,233.64,231.71
6/8/2012,606.91,610.39,166.2,166.69,237.26,234.93
6/7/2012,613.61,617.86,165.44,166.26,234.53,232.21
6/6/2012,604.8,609.42,161.99,162.67,232.31,229.88
6/5/2012,598.79,602.76,158.74,159.37,220.39,218.56
6/4/2012,597.83,603.21,158.92,159.72,227.86,225.98
6/1/2012,599.17,603.61,156.76,157.4,223.75,221.67
5/31/2012,607.34,609.09,156.65,157.78,230.53,232.75
5/30/2012,606.85,610.75,159.93,159.87,241.06,242.4
5/29/2012,603.41,607.69,164.13,164.67,273.22,274.11
5/28/2012,596.81,601.67,163.84,164.39,274.06,274.51
5/25/2012,594.34,598.86,159.98,160.92,267.28,268.17
5/24/2012,594.64,598.99,160.63,161.61,265.16,266.29
5/23/2012,579.53,584.2,155.68,156.51,259.81,260.9
5/22/2012,578.84,583.71,156.49,157.54,263.13,264.32
5/21/2012,577.85,582.72,158.84,160.07,260.41,261.4
5/18/2012,589.16,593.08,158.24,159.2,258.63,259.52
5/17/2012,585.16,589.79,154.39,155.57,269.66,270.4
5/16/2012,587,591.95,156.19,157.42,267.68,268.37
5/15/2012,596.83,601.8,160.62,161.76,288.65,289
5/14/2012,577.88,581.25,157.23,158.51,288.41,288.06
5/11/2012,573.53,578.3,160.39,161.48,295.68,294.94
5/10/2012,582.28,586.94,160.04,161.13,287.27,287.02
5/9/2012,586.39,591.54,161.78,163.01,291.37,291.42
5/8/2012,593.05,596.29,163.65,164.93,294.34,294.19
5/7/2012,604.06,608.35,167.83,169.05,303.79,303.79
5/4/2012,607.05,611.41,164.66,165.79,298.05,298.45
5/3/2012,615.79,620.61,169.67,170.79,298.94,299.24
5/2/2012,612.83,617.81,173.51,174.61,302.31,302.51
4/30/2012,611.08,615.94,174.19,175.29,313.78,313.69
4/28/2012,595.46,600.01,172.12,173.26,309.43,309.13
4/27/2012,594.41,599.17,170.8,171.93,306.96,306.96
4/26/2012,589.05,587.42,168.29,169.59,308.79,307.65
4/25/2012,586.38,585.65,168.07,169.29,310.67,309.73
4/24/2012,587.56,585.9,170.19,171.24,308.74,309.04
4/23/2012,578.22,576.74,168.55,169.77,306.86,307.65
4/20/2012,603.24,600.91,172.56,173.92,312.8,313.34
4/19/2012,603.9,601.6,176.61,177.92,313.83,314.63
4/18/2012,596.03,593.96,177.12,178.43,305.33,306.81
4/17/2012,599.34,597.3,178.1,179.45,299.09,300.77
4/16/2012,595.17,593.21,175.78,177,298.1,299.29
4/13/2012,604.6,602.39,173.21,174.52,285.98,287.37
4/12/2012,689.41,689.06,176.47,177.71,282.87,283.9
4/11/2012,704.67,703.66,173.98,175.3,279.75,280.64
4/10/2012,697.39,697.91,174,175.07,281.09,282.22
4/9/2012,707.94,708.44,174.04,175.32,272.53,273.71
4/4/2012,718.14,718.71,178.3,179.41,275.64,277.08
4/3/2012,719.66,720.34,181.78,182.83,278.71,280.19
4/2/2012,719.31,720.01,178.61,179.72,275.54,277.03
3/30/2012,721.64,722.22,178.18,179.14,274.41,276.14
3/29/2012,698,706.41,171.15,172.07,269.06,269.56
3/28/2012,710.5,718.24,171.9,173.29,268.62,269.31
3/27/2012,719.88,726.56,176.01,177.5,269.56,271.09
3/26/2012,708.89,715.33,174.91,176.41,265.65,267.28
3/23/2012,719.13,725.05,182.45,184.03,270.3,272.68
3/22/2012,709.26,715.09,180.34,181.97,267.88,269.91
3/21/2012,720.92,727.13,188.2,189.52,274.8,276.48
3/20/2012,711.44,717.31,182.77,184.37,270,271.83
3/19/2012,713,718.61,182.5,184,280.74,282.52
3/16/2012,721.11,725.65,184.36,185.81,284.89,286.48
3/15/2012,726.83,732.04,187.35,188.83,287.32,288.9
3/14/2012,726.46,731.53,192.55,193.89,287.27,288.9
3/13/2012,721.26,726.91,187.6,188.87,281.48,282.96
3/12/2012,710.54,716.05,186.65,187.95,281.13,282.27
3/9/2012,720.53,725.35,183.76,185.07,277.47,278.66
3/7/2012,725.56,731.79,173.95,175.27,266.69,268.17
3/6/2012,717.67,724.71,172.21,173.42,264.02,266.24
3/5/2012,709.31,714.94,175.86,177.03,271.49,272.77
3/3/2012,721.64,725.63,182.73,183.87,266.99,268.52
3/2/2012,717.74,724.46,182.08,183.03,265.8,266.89
3/1/2012,721.17,725.55,178.55,179.93,267.04,268.03
2/29/2012,728.89,734.03,183.07,184.17,269.95,271.24
2/28/2012,727.86,732.76,184.88,186.02,273.02,274.31
2/27/2012,730.44,735.59,179.87,181.03,259.37,260.6
2/24/2012,746.36,751.75,188.03,188.96,264.86,266
2/23/2012,733.29,741.15,188.79,191,265.6,268.42
2/22/2012,740.25,746.94,191.69,193.24,265.45,267.23
2/21/2012,735.25,741.63,198.98,200.46,269.56,271.34
2/17/2012,739.29,744.16,197.03,198.29,271.88,273.12
2/16/2012,728.8,734.11,194.58,195.89,274.36,275.45
2/15/2012,719.8,725.4,196.67,198.05,283.41,284.75
2/14/2012,704.44,710.25,189.37,190.51,265.95,266.94
2/13/2012,700.74,705.89,187.92,189.05,256.3,257.44
2/10/2012,699.75,704.95,186.26,187.1,255.41,256.55
2/9/2012,705.51,710.56,189.01,189.86,255.81,256.7
2/8/2012,696.26,701,184.7,185.54,249.08,249.77
2/7/2012,686.36,691.81,187.22,188.23,248.63,249.23
2/6/2012,695.76,700.92,185.08,185.84,249.23,250.02
2/3/2012,696.81,701.56,184.14,184.88,245.76,246.31
2/2/2012,690.01,695.61,180.76,181.56,243.29,244.13
2/1/2012,688.15,693.06,178.95,179.82,245.96,246.7
1/31/2012,688.88,693.41,181.92,182.79,241.61,241.95
1/30/2012,680.94,686.04,171.66,172.45,230.77,231.22
1/27/2012,683.86,687.89,177.77,178.46,236.07,236.32
1/25/2012,666.45,670.15,176.01,176.17,228.5,228.94
1/24/2012,655.22,660.29,176.91,177.85,219.94,220.88
1/23/2012,651.7,656.88,171.5,172.58,217.32,218.01
1/20/2012,648.4,653.63,168.03,168.78,217.27,218.11
1/19/2012,650.8,655.29,159.87,160.3,215.79,216.77
1/18/2012,654.08,658.22,154.44,155.13,211.83,212.52
1/17/2012,666.69,671.58,157.74,158.47,214.55,215.29
1/16/2012,662.16,666.3,158.75,159.29,211.88,212.47
1/13/2012,650.74,654.9,158.13,158.79,207.82,208.51
1/12/2012,651.74,655.65,157.14,157.58,205.69,205.84
1/11/2012,710.75,714.3,156.24,156.7,202.97,203.47
1/10/2012,720.39,724.38,155.38,155.89,203.96,204.31
1/9/2012,712.58,716.85,148.79,149.34,199.06,199.16
1/7/2012,713.24,716.9,149.44,150.05,201.24,201.19
1/6/2012,712.54,716.74,150.74,151.36,200.99,200.9
1/5/2012,714.09,718.04,149.41,150.01,199.61,199.71
1/4/2012,717.66,721.22,148.91,149.33,198.62,198.47
1/3/2012,720.65,724.39,145.81,146.09,191.99,192.09
1/2/2012,706.91,709.76,140.32,140.86,182.2,182.59
12/30/2011,694.16,697.75,137.87,138.48,177.5,177.64
12/29/2011,685.53,690.91,137.19,138.27,177.25,178.19
12/28/2011,695.59,701.03,139.85,140.52,178.58,179.08
12/27/2011,689.61,694.39,145.03,145.56,180.27,180.56
12/26/2011,694.53,699.19,145.96,146.45,184.82,185.11
12/23/2011,674.44,679.08,144.34,144.91,183.33,183.53
12/22/2011,679.38,683.64,145.21,145.79,182.15,182.49
12/21/2011,688.35,692.76,140.13,140.48,175.96,176.41
12/20/2011,667.2,671.16,130.88,131.31,173.14,173.59
12/19/2011,671.94,675.16,131.98,132.56,177.25,177.15
12/16/2011,680.65,684.44,134.85,135.47,170.27,170.62
12/15/2011,682.04,686.05,140.13,140.74,171.56,171.66
12/14/2011,686.44,689.94,140.82,141.59,175.37,175.57
12/13/2011,689.53,693.14,141.77,142.45,177.64,177.89
12/12/2011,686.1,690.24,141.98,142.85,176.16,176.06
12/9/2011,678.89,682.34,146.86,147.63,181.7,181.75
12/8/2011,683.99,686.53,149.55,150.41,186.2,186.15
12/7/2011,693.25,696.59,154.7,155.39,189.02,189.02
12/5/2011,679.75,682.55,157.06,157.87,189.07,189.02
12/2/2011,679.64,683.61,158.02,158.42,189.57,189.52
12/1/2011,668.35,671.29,153.3,153.98,181.5,181.45
11/30/2011,654.61,658.29,143.9,144.91,171.16,171.26
11/29/2011,653.97,657.17,147.71,148.7,174.97,175.32
11/28/2011,664.45,666.64,150.57,151.24,179.23,179.47
11/25/2011,651.88,654.74,144.37,144.94,169.33,169.58
11/24/2011,666.55,671.2,146.02,146.96,171.21,172.15
11/23/2011,662.56,666.85,145.44,145.5,166.81,166.96
11/22/2011,680.69,684.9,149.17,149.72,169.93,170.17
11/21/2011,665.49,668.85,146.81,147.58,160.48,160.92
11/18/2011,687.22,691.34,154.55,155.13,169.14,169.14
11/17/2011,689.21,693.39,155.29,156.14,173.49,173.88
11/16/2011,695.85,700.67,158.16,158.97,180.76,180.46
11/15/2011,700.97,704.89,158.5,159.44,179.33,179.57
11/14/2011,703.89,707.6,164.37,165.05,176.06,176.01
11/11/2011,698.15,702.09,165.09,165.74,180.41,180.61
11/9/2011,712.14,715.66,172.82,173.46,183.23,183.48
11/8/2011,713.51,717.08,177.34,178.04,188.82,188.73
11/4/2011,711.31,714.89,178,178.73,187.39,187.49
11/3/2011,705.84,709.6,176.98,177.56,188.03,187.79
11/2/2011,712.33,715.56,178.28,178.88,190.75,190.41
11/1/2011,714.96,717.61,180.25,180.83,191.89,191.4
10/31/2011,721.75,724.41,187.09,187.58,196.44,195.95
10/28/2011,720.51,722.76,187.52,188.01,202.73,202.23
10/26/2011,715.29,716.85,175.37,175.73,189.37,189.22
10/25/2011,714.67,720.55,175.68,177.29,189.76,189.57
10/24/2011,693.39,696.86,174.01,174.78,184.13,182.89
10/21/2011,681.6,685.1,174.19,174.96,176.16,175.27
10/20/2011,686.91,688.95,176.13,176.56,181.45,181.01
10/19/2011,680.39,682.55,181.27,181.58,184.97,184.22
10/18/2011,673.7,675.44,175.59,176.17,179.03,178.44
10/17/2011,682.39,683.99,179.18,179.66,184.52,183.98
10/14/2011,681.85,683.19,178.48,179.04,177.84,177.45
10/13/2011,670.71,672.36,175.34,175.98,173.14,172.7
10/12/2011,668.44,669.9,172.47,173.05,177.35,178.24
10/11/2011,625.13,626.47,166.69,167.17,172.5,171.91
10/10/2011,645.16,646.83,169.17,169.78,167.45,167.4
10/7/2011,626.64,628.72,165.14,165.63,156.57,156.22
10/5/2011,611.67,612.91,156.41,156.6,145.59,145.54
10/4/2011,607.53,608.96,160.71,160.96,145.04,144.85
10/3/2011,617.95,620.28,168.2,169.03,151.23,150.88
9/30/2011,627.7,629.79,174.68,174.92,152.81,152.61
9/29/2011,637.78,634.89,178.14,178.61,159.19,157.76
9/28/2011,617.36,615.63,173.3,173.71,153.75,153.31
9/27/2011,611.38,609.96,177.61,178.05,154.1,153.85
9/26/2011,589.53,588.05,171.24,171.58,145.39,145.24
9/23/2011,585.86,584.22,168.61,169.19,145.64,145.64
9/22/2011,586.45,585.63,172.34,173.26,151.67,151.57
9/21/2011,608.63,610.21,179.82,180.59,162.21,162.46
9/20/2011,610.13,610.99,177.03,177.68,163.45,163.64
9/19/2011,591.69,591.86,172.02,172.56,159.14,159.09
9/16/2011,597.66,597.91,176.53,176.97,158.15,158.01
9/15/2011,601.88,601.74,175.71,176.31,149.45,149.6
9/14/2011,586.91,587.19,173.54,173.94,141.28,141.33
9/13/2011,557.08,557.05,170.79,171.14,138.22,138.22
9/12/2011,549.31,549.36,172.81,173.19,143.66,143.61
9/9/2011,567.83,566.31,179.47,180.09,151.3,151.32
9/8/2011,584.55,583.69,183.45,183.92,156.06,156.18
9/7/2011,572.39,571.69,178.97,179.3,151.71,151.87
9/6/2011,575.16,574,177.79,178.04,152,152.26
9/5/2011,566.22,565.42,176.47,176.79,149.08,149.14
9/2/2011,579.66,578.64,177.42,178.05,149.34,149.44
8/30/2011,586.35,584.76,174.53,175.09,147.23,147.37
8/29/2011,576.75,573.9,171.71,172.31,145.24,145.53
8/26/2011,550.95,550.2,164.16,164.4,138.41,138.67
8/25/2011,545.85,549.61,166.77,167.82,141.33,142.02
8/24/2011,562.51,563.69,168.22,168.5,138.71,138.93
8/23/2011,568.59,569.25,170.2,170.34,144.17,144.11
8/22/2011,549.72,551.28,170.39,170.95,146.46,146.41
8/19/2011,556.96,558.14,167.06,167.18,141.55,141.7
8/18/2011,590.44,592.17,172.97,173.5,149.17,149.13
8/17/2011,613.72,615.2,182.54,183.08,154.56,154.64
8/16/2011,600.53,602.35,187.29,187.94,158.2,158.45
8/12/2011,595.84,597.4,188.62,189.22,158.79,158.94
8/11/2011,610.59,612.36,189,189.48,166.38,166.73
8/10/2011,613.01,614.36,192.63,193.44,166.64,166.97
8/9/2011,596.72,598.38,188.53,189.48,157.9,157.84
8/8/2011,620.66,623.08,190.72,191.38,164.46,164.66
8/5/2011,648.65,650.66,193.49,194.6,176.21,176.41
8/4/2011,678.53,681.05,198.98,199.81,180.8,181.03
8/3/2011,686.35,688.75,201.58,202.57,184.17,184.46
8/2/2011,690.09,693,205.26,206.15,189.15,189.43
8/1/2011,704.39,707.47,209.53,210.24,190.67,191.04
7/29/2011,693.59,696.19,207.78,208.64,188.18,188.17
7/28/2011,687.78,689.29,203.49,204.47,188.12,188.93
7/27/2011,699.15,700.79,205.3,205.77,189.8,189.94
7/26/2011,699.4,701.91,208.09,209.02,192.62,192.91
7/25/2011,703.71,706.42,215.18,216.13,199.08,199.31
7/22/2011,706.84,709.17,214.07,215.04,197.36,197.65
7/21/2011,690.96,694.3,208.71,209.71,193.49,193.88
7/20/2011,688.34,691.39,209.49,210.47,192.09,192.24
7/19/2011,689.21,692.41,212.86,213.9,195.54,195.83
7/18/2011,680.26,683.25,210.24,211.05,197.47,197.73
7/15/2011,685.09,688.19,212.34,213.29,201.08,201.07
7/14/2011,686.2,689.63,213.98,214.97,206.96,207.03
7/13/2011,697.14,700.39,211.62,212.51,203.24,203.54
7/12/2011,700.36,703.31,210.19,211.32,199.01,199.28
7/11/2011,730.84,734.33,211.13,212.02,204.5,204.65
7/8/2011,747.76,751.13,213.22,214.05,204.67,205.07
7/7/2011,752.47,755.25,218.96,219.76,204.92,205.21
