Product Code,Valuation Date,Final Fixing Date,Strike,Redemption Date,Value today,IV,RFR,Initial Fixing Date,No of Scenario,IR,Pen,PP,no of assets,Gamma,Participation,Hedge Pnl Interest Rate,Built In
WOC,15-Oct-13,15-Oct-16,100,13-Apr-17,100,17,5,15-Oct-13,50,11.75,0,1,3,1,1.77,0.075,0.04
